company_id,type,rule_id,text,confidence_pct
GAIL,Pro,PRO_08,Interest coverage of 23.62x provides a strong buffer for interest payments.,95
GAIL,Pro,PRO_07,Low debt-to-equity of 0.28 indicates a relatively conservative capital structure.,87
GAIL,Pro,PRO_09,"CFO/PAT ratio of 1.27x is classified as High Quality, indicating strong cash backing for earnings.",81
GAIL,Pro,PRO_11,Dividend payout of 37.0% shows a balanced approach between shareholder returns and retaining earnings.,72
GODREJCP,Con,CON_04,"ROE of -4.5% is relatively low, indicating weaker returns on shareholder capital.",95
GODREJCP,Con,CON_10,CapEx intensity of 24.4% indicates a capital-intensive business model.,91
GODREJCP,Con,CON_08,"CFO/PAT ratio of -3.69x is classified as Accrual Risk, suggesting earnings have weaker cash support.",88
GODREJCP,Con,CON_09,"Free cash flow is negative at -1365.00 crore, which can constrain internally generated funding.",86
GODREJCP,Pro,PRO_07,Low debt-to-equity of 0.26 indicates a relatively conservative capital structure.,87
GODREJCP,Pro,PRO_05,ROCE of 18.7% indicates efficient deployment of operating capital.,76
GRASIM,Con,CON_12,"Capital allocation is classified as 'Growth Funded by Debt', which warrants closer monitoring of cash-flow quality and funding requirements.",90
GRASIM,Con,CON_08,"CFO/PAT ratio of -1.08x is classified as Accrual Risk, suggesting earnings have weaker cash support.",88
GRASIM,Con,CON_09,"Free cash flow is negative at -33833.00 crore, which can constrain internally generated funding.",86
GRASIM,Con,CON_10,CapEx intensity of 17.6% indicates a capital-intensive business model.,85
GRASIM,Con,CON_06,Debt-to-equity of 1.55 indicates higher financial leverage.,83
GRASIM,Pro,PRO_02,Strong 5-year profit growth of 29.3% shows good earnings expansion.,94
GRASIM,Pro,PRO_03,"EPS grew at 27.7% over 5 years, supporting improving shareholder earnings.",93
GRASIM,Pro,PRO_11,Dividend payout of 12.0% shows a balanced approach between shareholder returns and retaining earnings.,72
HAL,Con,CON_10,CapEx intensity of 21.1% indicates a capital-intensive business model.,88
HAL,Pro,PRO_04,ROE of 3816.6% indicates efficient use of shareholder capital.,98
HAL,Pro,PRO_05,ROCE of 3027.6% indicates efficient deployment of operating capital.,98
HAL,Pro,PRO_06,ROA of 1687.8% indicates productive use of the company's asset base.,95
HAL,Pro,PRO_08,Interest coverage of 270.88x provides a strong buffer for interest payments.,95
HAL,Pro,PRO_03,"EPS grew at 26.6% over 5 years, supporting improving shareholder earnings.",92
HAL,Pro,PRO_02,Strong 5-year profit growth of 26.5% shows good earnings expansion.,91
HAL,Pro,PRO_09,"CFO/PAT ratio of 1.08x is classified as High Quality, indicating strong cash backing for earnings.",79
HAL,Pro,PRO_11,Dividend payout of 31.0% shows a balanced approach between shareholder returns and retaining earnings.,72
HAVELLS,Con,CON_10,CapEx intensity of 8.7% indicates a capital-intensive business model.,76
HAVELLS,Pro,PRO_08,Interest coverage of 25.36x provides a strong buffer for interest payments.,95
HAVELLS,Pro,PRO_07,Low debt-to-equity of 0.04 indicates a relatively conservative capital structure.,94
HAVELLS,Pro,PRO_05,ROCE of 24.3% indicates efficient deployment of operating capital.,84
HAVELLS,Pro,PRO_09,"CFO/PAT ratio of 1.54x is classified as High Quality, indicating strong cash backing for earnings.",83
HAVELLS,Pro,PRO_06,ROA of 10.2% indicates productive use of the company's asset base.,74
HAVELLS,Pro,PRO_04,ROE of 17.1% indicates efficient use of shareholder capital.,73
HAVELLS,Pro,PRO_11,Dividend payout of 44.0% shows a balanced approach between shareholder returns and retaining earnings.,72
HCLTECH,Con,CON_12,"Profit CAGR is the weakest among the available core financial metrics, at 9.19%. This deserves monitoring.",65
HCLTECH,Pro,PRO_05,ROCE of 32.7% indicates efficient deployment of operating capital.,97
HCLTECH,Pro,PRO_08,Interest coverage of 46.46x provides a strong buffer for interest payments.,95
HCLTECH,Pro,PRO_07,Low debt-to-equity of 0.08 indicates a relatively conservative capital structure.,92
HCLTECH,Pro,PRO_06,ROA of 15.9% indicates productive use of the company's asset base.,86
HCLTECH,Pro,PRO_04,ROE of 23.0% indicates efficient use of shareholder capital.,82
HCLTECH,Pro,PRO_09,"CFO/PAT ratio of 1.43x is classified as High Quality, indicating strong cash backing for earnings.",82
HDFCBANK,Con,CON_06,Debt-to-equity of 6.81 indicates higher financial leverage.,95
HDFCBANK,Con,CON_08,"CFO/PAT ratio of 0.29x is classified as Accrual Risk, suggesting earnings have weaker cash support.",88
HDFCBANK,Con,CON_07,Interest coverage of 1.40x provides a limited buffer for interest payments.,85
HDFCBANK,Con,CON_05,"ROCE of 4.9% is relatively low, indicating weaker capital efficiency.",82
HDFCBANK,Pro,PRO_02,Strong 5-year profit growth of 23.9% shows good earnings expansion.,89
HDFCBANK,Pro,PRO_01,Strong 5-year revenue growth of 22.0% indicates healthy business expansion.,87
HDFCBANK,Pro,PRO_03,"EPS grew at 15.4% over 5 years, supporting improving shareholder earnings.",80
HDFCBANK,Pro,PRO_11,Dividend payout of 23.0% shows a balanced approach between shareholder returns and retaining earnings.,72
HDFCLIFE,Con,CON_09,"Free cash flow is negative at -2893.00 crore, which can constrain internally generated funding.",86
HDFCLIFE,Con,CON_10,CapEx intensity of 13.4% indicates a capital-intensive business model.,80
HDFCLIFE,Con,CON_02,"5-year profit growth is only 4.3%, showing limited earnings growth.",79
HDFCLIFE,Con,CON_03,"5-year EPS growth is only 3.1%, which may limit shareholder earnings growth.",76
HDFCLIFE,Pro,PRO_05,ROCE of 646.5% indicates efficient deployment of operating capital.,98
HDFCLIFE,Pro,PRO_09,"CFO/PAT ratio of 6.81x is classified as High Quality, indicating strong cash backing for earnings.",98
HDFCLIFE,Pro,PRO_08,Interest coverage of 192.29x provides a strong buffer for interest payments.,95
HDFCLIFE,Pro,PRO_07,Low debt-to-equity of 0.06 indicates a relatively conservative capital structure.,93
HDFCLIFE,Pro,PRO_01,Strong 5-year revenue growth of 21.2% indicates healthy business expansion.,86
HDFCLIFE,Pro,PRO_11,Dividend payout of 27.0% shows a balanced approach between shareholder returns and retaining earnings.,72
HEROMOTOCO,Con,CON_01,"5-year revenue growth is only 2.2%, indicating weak business expansion.",74
HEROMOTOCO,Con,CON_02,"5-year profit growth is only 1.5%, showing limited earnings growth.",73
HEROMOTOCO,Con,CON_03,"5-year EPS growth is only 1.7%, which may limit shareholder earnings growth.",73
HEROMOTOCO,Pro,PRO_05,ROCE of 177.8% indicates efficient deployment of operating capital.,98
HEROMOTOCO,Pro,PRO_08,Interest coverage of 47.27x provides a strong buffer for interest payments.,95
HEROMOTOCO,Pro,PRO_07,Low debt-to-equity of 0.03 indicates a relatively conservative capital structure.,94
HEROMOTOCO,Pro,PRO_06,ROA of 14.3% indicates productive use of the company's asset base.,83
HEROMOTOCO,Pro,PRO_09,"CFO/PAT ratio of 1.32x is classified as High Quality, indicating strong cash backing for earnings.",81
HEROMOTOCO,Pro,PRO_04,ROE of 21.1% indicates efficient use of shareholder capital.,79
HINDALCO,Con,CON_04,"ROE of 9.6% is relatively low, indicating weaker returns on shareholder capital.",73
HINDALCO,Pro,PRO_05,ROCE of 118.2% indicates efficient deployment of operating capital.,98
HINDALCO,Pro,PRO_08,Interest coverage of 126.47x provides a strong buffer for interest payments.,95
HINDALCO,Pro,PRO_09,"CFO/PAT ratio of 2.37x is classified as High Quality, indicating strong cash backing for earnings.",92
HINDUNILVR,Con,CON_10,CapEx intensity of 8.6% indicates a capital-intensive business model.,76
HINDUNILVR,Pro,PRO_05,ROCE of 89.6% indicates efficient deployment of operating capital.,98
HINDUNILVR,Pro,PRO_08,Interest coverage of 57.85x provides a strong buffer for interest payments.,95
HINDUNILVR,Pro,PRO_07,Low debt-to-equity of 0.03 indicates a relatively conservative capital structure.,94
HINDUNILVR,Pro,PRO_09,"CFO/PAT ratio of 1.50x is classified as High Quality, indicating strong cash backing for earnings.",83
HINDUNILVR,Pro,PRO_06,ROA of 13.1% indicates productive use of the company's asset base.,80
HINDUNILVR,Pro,PRO_04,ROE of 20.1% indicates efficient use of shareholder capital.,78
ICICIBANK,Con,CON_06,Debt-to-equity of 6.45 indicates higher financial leverage.,95
ICICIBANK,Con,CON_10,CapEx intensity of 90.7% indicates a capital-intensive business model.,95
ICICIBANK,Con,CON_07,Interest coverage of 1.30x provides a limited buffer for interest payments.,86
ICICIBANK,Con,CON_05,"ROCE of 5.2% is relatively low, indicating weaker capital efficiency.",82
ICICIBANK,Pro,PRO_02,Strong 5-year profit growth of 51.9% shows good earnings expansion.,98
ICICIBANK,Pro,PRO_09,"CFO/PAT ratio of 3.41x is classified as High Quality, indicating strong cash backing for earnings.",98
ICICIBANK,Pro,PRO_03,"EPS grew at 55.2% over 5 years, supporting improving shareholder earnings.",97
ICICIBANK,Pro,PRO_01,Strong 5-year revenue growth of 17.3% indicates healthy business expansion.,82
ICICIBANK,Pro,PRO_04,ROE of 18.0% indicates efficient use of shareholder capital.,74
ICICIBANK,Pro,PRO_11,Dividend payout of 16.0% shows a balanced approach between shareholder returns and retaining earnings.,72
ICICIGI,Con,CON_10,CapEx intensity of 9.4% indicates a capital-intensive business model.,76
ICICIGI,Pro,PRO_05,ROCE of 146.3% indicates efficient deployment of operating capital.,98
ICICIGI,Pro,PRO_07,Low debt-to-equity of 0.00 indicates a relatively conservative capital structure.,95
ICICIGI,Pro,PRO_08,Interest coverage of 160.03x provides a strong buffer for interest payments.,95
ICICIGI,Pro,PRO_09,"CFO/PAT ratio of 1.25x is classified as High Quality, indicating strong cash backing for earnings.",81
ICICIGI,Pro,PRO_11,Dividend payout of 28.0% shows a balanced approach between shareholder returns and retaining earnings.,72
ICICIGI,Pro,PRO_04,ROE of 15.7% indicates efficient use of shareholder capital.,71
ICICIPRULI,Con,CON_08,"CFO/PAT ratio of -8.60x is classified as Accrual Risk, suggesting earnings have weaker cash support.",88
ICICIPRULI,Con,CON_02,"5-year profit growth is only -5.7%, showing limited earnings growth.",81
ICICIPRULI,Con,CON_03,"5-year EPS growth is only -5.6%, which may limit shareholder earnings growth.",81
ICICIPRULI,Con,CON_04,"ROE of 7.7% is relatively low, indicating weaker returns on shareholder capital.",77
ICICIPRULI,Con,CON_10,CapEx intensity of 8.2% indicates a capital-intensive business model.,75
ICICIPRULI,Pro,PRO_05,ROCE of 754.9% indicates efficient deployment of operating capital.,98
ICICIPRULI,Pro,PRO_08,Interest coverage of 31.02x provides a strong buffer for interest payments.,95
ICICIPRULI,Pro,PRO_07,Low debt-to-equity of 0.11 indicates a relatively conservative capital structure.,92
ICICIPRULI,Pro,PRO_01,Strong 5-year revenue growth of 16.8% indicates healthy business expansion.,82
ICICIPRULI,Pro,PRO_11,Dividend payout of 10.0% shows a balanced approach between shareholder returns and retaining earnings.,72
INDIGO,Con,CON_10,CapEx intensity of 17.1% indicates a capital-intensive business model.,84
INDIGO,Pro,PRO_02,Strong 5-year profit growth of 120.7% shows good earnings expansion.,98
INDIGO,Pro,PRO_04,ROE of 892.6% indicates efficient use of shareholder capital.,98
INDIGO,Pro,PRO_05,ROCE of 5640.9% indicates efficient deployment of operating capital.,98
INDIGO,Pro,PRO_03,"EPS grew at 121.2% over 5 years, supporting improving shareholder earnings.",97
INDIGO,Pro,PRO_06,ROA of 668.3% indicates productive use of the company's asset base.,95
INDIGO,Pro,PRO_08,Interest coverage of 22.61x provides a strong buffer for interest payments.,95
INDIGO,Pro,PRO_07,Low debt-to-equity of 0.02 indicates a relatively conservative capital structure.,94
INDIGO,Pro,PRO_09,"CFO/PAT ratio of 2.59x is classified as High Quality, indicating strong cash backing for earnings.",94
INDIGO,Pro,PRO_01,Strong 5-year revenue growth of 19.3% indicates healthy business expansion.,84
INDUSINDBK,Con,CON_06,Debt-to-equity of 6.89 indicates higher financial leverage.,95
INDUSINDBK,Con,CON_08,"CFO/PAT ratio of -1.88x is classified as Accrual Risk, suggesting earnings have weaker cash support.",88
INDUSINDBK,Con,CON_09,"Free cash flow is negative at -17468.00 crore, which can constrain internally generated funding.",86
INDUSINDBK,Con,CON_05,"ROCE of 3.6% is relatively low, indicating weaker capital efficiency.",85
INDUSINDBK,Con,CON_07,Interest coverage of 1.88x provides a limited buffer for interest payments.,81
INDUSINDBK,Pro,PRO_02,Strong 5-year profit growth of 22.1% shows good earnings expansion.,87
INDUSINDBK,Pro,PRO_03,"EPS grew at 15.9% over 5 years, supporting improving shareholder earnings.",81
INDUSINDBK,Pro,PRO_01,Strong 5-year revenue growth of 15.5% indicates healthy business expansion.,80
INDUSINDBK,Pro,PRO_12,CapEx intensity of 1.4% indicates an asset-light business model.,75
INDUSINDBK,Pro,PRO_11,Dividend payout of 14.0% shows a balanced approach between shareholder returns and retaining earnings.,72
INFY,Con,CON_12,"Profit CAGR is the weakest among the available core financial metrics, at 11.24%. This deserves monitoring.",65
INFY,Pro,PRO_05,ROCE of 37.8% indicates efficient deployment of operating capital.,98
INFY,Pro,PRO_08,Interest coverage of 87.52x provides a strong buffer for interest payments.,95
INFY,Pro,PRO_06,ROA of 19.3% indicates productive use of the company's asset base.,93
INFY,Pro,PRO_04,ROE of 29.8% indicates efficient use of shareholder capital.,92
INFY,Pro,PRO_07,Low debt-to-equity of 0.09 indicates a relatively conservative capital structure.,92
IOC,Con,CON_12,"Revenue CAGR is the weakest among the available core financial metrics, at 8.01%. This deserves monitoring.",65
IOC,Pro,PRO_02,Strong 5-year profit growth of 20.1% shows good earnings expansion.,85
IOC,Pro,PRO_03,"EPS grew at 20.1% over 5 years, supporting improving shareholder earnings.",85
IOC,Pro,PRO_08,Interest coverage of 10.28x provides a strong buffer for interest payments.,85
IOC,Pro,PRO_09,"CFO/PAT ratio of 1.65x is classified as High Quality, indicating strong cash backing for earnings.",84
IOC,Pro,PRO_04,ROE of 23.5% indicates efficient use of shareholder capital.,83
IOC,Pro,PRO_05,ROCE of 23.9% indicates efficient deployment of operating capital.,83
IOC,Pro,PRO_06,ROA of 8.9% indicates productive use of the company's asset base.,72
IOC,Pro,PRO_11,Dividend payout of 40.0% shows a balanced approach between shareholder returns and retaining earnings.,72
IRCTC,Con,CON_12,"Revenue CAGR is the weakest among the available core financial metrics, at 17.96%. This deserves monitoring.",65
IRCTC,Pro,PRO_04,ROE of 34.4% indicates efficient use of shareholder capital.,98
IRCTC,Pro,PRO_05,ROCE of 44.6% indicates efficient deployment of operating capital.,98
IRCTC,Pro,PRO_08,Interest coverage of 82.74x provides a strong buffer for interest payments.,95
IRCTC,Pro,PRO_02,Strong 5-year profit growth of 29.2% shows good earnings expansion.,94
IRCTC,Pro,PRO_07,Low debt-to-equity of 0.02 indicates a relatively conservative capital structure.,94
IRCTC,Pro,PRO_03,"EPS grew at 28.5% over 5 years, supporting improving shareholder earnings.",93
IRCTC,Pro,PRO_06,ROA of 18.2% indicates productive use of the company's asset base.,90
IRCTC,Pro,PRO_01,Strong 5-year revenue growth of 18.0% indicates healthy business expansion.,83
IRCTC,Pro,PRO_11,Dividend payout of 47.0% shows a balanced approach between shareholder returns and retaining earnings.,72
IRFC,Con,CON_06,Debt-to-equity of 8.38 indicates higher financial leverage.,95
IRFC,Con,CON_07,Interest coverage of 1.32x provides a limited buffer for interest payments.,85
IRFC,Con,CON_05,"ROCE of 5.7% is relatively low, indicating weaker capital efficiency.",81
IRFC,Pro,PRO_02,Strong 5-year profit growth of 23.2% shows good earnings expansion.,88
IRFC,Pro,PRO_03,"EPS grew at 20.1% over 5 years, supporting improving shareholder earnings.",85
IRFC,Pro,PRO_01,Strong 5-year revenue growth of 19.1% indicates healthy business expansion.,84
IRFC,Pro,PRO_09,"CFO/PAT ratio of 1.23x is classified as High Quality, indicating strong cash backing for earnings.",80
IRFC,Pro,PRO_12,CapEx intensity of 0.0% indicates an asset-light business model.,75
IRFC,Pro,PRO_11,Dividend payout of 31.0% shows a balanced approach between shareholder returns and retaining earnings.,72
ITC,Con,CON_12,"Revenue CAGR is the weakest among the available core financial metrics, at 7.95%. This deserves monitoring.",65
ITC,Pro,PRO_05,ROCE of 35.1% indicates efficient deployment of operating capital.,98
ITC,Pro,PRO_06,ROA of 22.6% indicates productive use of the company's asset base.,95
ITC,Pro,PRO_07,Low debt-to-equity of 0.00 indicates a relatively conservative capital structure.,95
ITC,Pro,PRO_08,Interest coverage of 362.96x provides a strong buffer for interest payments.,95
ITC,Pro,PRO_04,ROE of 27.9% indicates efficient use of shareholder capital.,89
ITC,Pro,PRO_12,CapEx intensity of 2.2% indicates an asset-light business model.,75
JINDALSTEL,Con,CON_09,"Free cash flow is negative at -2336.00 crore, which can constrain internally generated funding.",86
JINDALSTEL,Con,CON_10,CapEx intensity of 16.6% indicates a capital-intensive business model.,84
JINDALSTEL,Con,CON_01,"5-year revenue growth is only 1.4%, indicating weak business expansion.",73
JINDALSTEL,Pro,PRO_07,Low debt-to-equity of 0.37 indicates a relatively conservative capital structure.,84
JINDALSTEL,Pro,PRO_08,Interest coverage of 8.00x provides a strong buffer for interest payments.,83
JINDALSTEL,Pro,PRO_09,"CFO/PAT ratio of 1.01x is classified as High Quality, indicating strong cash backing for earnings.",78
JINDALSTEL,Pro,PRO_05,ROCE of 16.8% indicates efficient deployment of operating capital.,73
JIOFIN,Con,CON_10,CapEx intensity of 77.7% indicates a capital-intensive business model.,95
JIOFIN,Con,CON_04,"ROE of 1.2% is relatively low, indicating weaker returns on shareholder capital.",90
JIOFIN,Con,CON_05,"ROCE of 1.1% is relatively low, indicating weaker capital efficiency.",90
JIOFIN,Con,CON_08,"CFO/PAT ratio of -0.42x is classified as Accrual Risk, suggesting earnings have weaker cash support.",88
JIOFIN,Pro,PRO_07,Low debt-to-equity of 0.00 indicates a relatively conservative capital structure.,95
JIOFIN,Pro,PRO_08,Interest coverage of 198.80x provides a strong buffer for interest payments.,95
JSWENERGY,Con,CON_10,CapEx intensity of 71.4% indicates a capital-intensive business model.,95
JSWENERGY,Con,CON_09,"Free cash flow is negative at -1963.00 crore, which can constrain internally generated funding.",86
JSWENERGY,Con,CON_06,Debt-to-equity of 1.52 indicates higher financial leverage.,83
JSWENERGY,Con,CON_01,"5-year revenue growth is only 4.7%, indicating weak business expansion.",79
JSWENERGY,Con,CON_04,"ROE of 8.3% is relatively low, indicating weaker returns on shareholder capital.",75
JSWENERGY,Pro,PRO_09,"CFO/PAT ratio of 3.61x is classified as High Quality, indicating strong cash backing for earnings.",98
JSWENERGY,Pro,PRO_02,Strong 5-year profit growth of 20.3% shows good earnings expansion.,85
JSWENERGY,Pro,PRO_03,"EPS grew at 20.1% over 5 years, supporting improving shareholder earnings.",85
JSWENERGY,Pro,PRO_11,Dividend payout of 19.0% shows a balanced approach between shareholder returns and retaining earnings.,72
JSWSTEEL,Con,CON_09,"Free cash flow is negative at -2389.00 crore, which can constrain internally generated funding.",86
JSWSTEEL,Con,CON_06,Debt-to-equity of 1.13 indicates higher financial leverage.,81
JSWSTEEL,Con,CON_02,"5-year profit growth is only 3.6%, showing limited earnings growth.",77
JSWSTEEL,Con,CON_03,"5-year EPS growth is only 2.4%, which may limit shareholder earnings growth.",75
JSWSTEEL,Con,CON_10,CapEx intensity of 8.3% indicates a capital-intensive business model.,75
JSWSTEEL,Pro,PRO_01,Strong 5-year revenue growth of 15.6% indicates healthy business expansion.,81
JSWSTEEL,Pro,PRO_09,"CFO/PAT ratio of 1.35x is classified as High Quality, indicating strong cash backing for earnings.",81
JSWSTEEL,Pro,PRO_05,ROCE of 17.0% indicates efficient deployment of operating capital.,73
JSWSTEEL,Pro,PRO_11,Dividend payout of 25.0% shows a balanced approach between shareholder returns and retaining earnings.,72
KOTAKBANK,Con,CON_06,Debt-to-equity of 4.00 indicates higher financial leverage.,95
KOTAKBANK,Con,CON_07,Interest coverage of 1.24x provides a limited buffer for interest payments.,86
KOTAKBANK,Con,CON_10,CapEx intensity of 15.9% indicates a capital-intensive business model.,83
KOTAKBANK,Con,CON_05,"ROCE of 7.2% is relatively low, indicating weaker capital efficiency.",78
KOTAKBANK,Pro,PRO_02,Strong 5-year profit growth of 20.4% shows good earnings expansion.,85
KOTAKBANK,Pro,PRO_03,"EPS grew at 19.3% over 5 years, supporting improving shareholder earnings.",84
LICI,Con,CON_12,"Revenue CAGR is the weakest among the available core financial metrics, at 8.16%. This deserves monitoring.",65
LICI,Pro,PRO_02,Strong 5-year profit growth of 73.2% shows good earnings expansion.,98
LICI,Pro,PRO_04,ROE of 49.4% indicates efficient use of shareholder capital.,98
LICI,Pro,PRO_05,ROCE of 39.6% indicates efficient deployment of operating capital.,98
LICI,Pro,PRO_07,Low debt-to-equity of 0.00 indicates a relatively conservative capital structure.,95
LICI,Pro,PRO_08,Interest coverage of 371.94x provides a strong buffer for interest payments.,95
LICI,Pro,PRO_12,CapEx intensity of 3.0% indicates an asset-light business model.,75
LICI,Pro,PRO_11,Dividend payout of 15.0% shows a balanced approach between shareholder returns and retaining earnings.,72
LODHA,Con,CON_10,CapEx intensity of 28.6% indicates a capital-intensive business model.,95
LODHA,Con,CON_09,"Free cash flow is negative at -435.00 crore, which can constrain internally generated funding.",86
LODHA,Con,CON_03,"5-year EPS growth is only -5.3%, which may limit shareholder earnings growth.",81
LODHA,Con,CON_01,"5-year revenue growth is only -2.8%, indicating weak business expansion.",76
LODHA,Con,CON_04,"ROE of 8.9% is relatively low, indicating weaker returns on shareholder capital.",74
LODHA,Con,CON_02,"5-year profit growth is only -1.1%, showing limited earnings growth.",72
LODHA,Pro,PRO_09,"CFO/PAT ratio of 1.62x is classified as High Quality, indicating strong cash backing for earnings.",84
LODHA,Pro,PRO_07,Low debt-to-equity of 0.44 indicates a relatively conservative capital structure.,82
LODHA,Pro,PRO_08,Interest coverage of 5.63x provides a strong buffer for interest payments.,81
LT,Con,CON_12,"EPS CAGR is the weakest among the available core financial metrics, at 8.56%. This deserves monitoring.",65
LT,Pro,PRO_04,ROE of 77.7% indicates efficient use of shareholder capital.,98
LT,Pro,PRO_05,ROCE of 135.2% indicates efficient deployment of operating capital.,98
LT,Pro,PRO_06,ROA of 56.4% indicates productive use of the company's asset base.,95
LT,Pro,PRO_07,Low debt-to-equity of 0.10 indicates a relatively conservative capital structure.,92
LT,Pro,PRO_09,"CFO/PAT ratio of 1.17x is classified as High Quality, indicating strong cash backing for earnings.",80
LT,Pro,PRO_12,CapEx intensity of 1.0% indicates an asset-light business model.,75
LT,Pro,PRO_11,Dividend payout of 36.0% shows a balanced approach between shareholder returns and retaining earnings.,72
LTIM,Con,CON_10,CapEx intensity of 11.0% indicates a capital-intensive business model.,78
LTIM,Pro,PRO_01,Strong 5-year revenue growth of 30.3% indicates healthy business expansion.,95
LTIM,Pro,PRO_08,Interest coverage of 31.93x provides a strong buffer for interest payments.,95
LTIM,Pro,PRO_07,Low debt-to-equity of 0.10 indicates a relatively conservative capital structure.,92
LTIM,Pro,PRO_05,ROCE of 28.9% indicates efficient deployment of operating capital.,91
LTIM,Pro,PRO_02,Strong 5-year profit growth of 24.8% shows good earnings expansion.,90
LTIM,Pro,PRO_06,ROA of 16.6% indicates productive use of the company's asset base.,87
LTIM,Pro,PRO_04,ROE of 22.9% indicates efficient use of shareholder capital.,82
LTIM,Pro,PRO_09,"CFO/PAT ratio of 1.24x is classified as High Quality, indicating strong cash backing for earnings.",80
LTIM,Pro,PRO_11,Dividend payout of 42.0% shows a balanced approach between shareholder returns and retaining earnings.,72
M&M,Con,CON_12,"Capital allocation is classified as 'Growth Funded by Debt', which warrants closer monitoring of cash-flow quality and funding requirements.",90
M&M,Con,CON_08,"CFO/PAT ratio of -0.46x is classified as Accrual Risk, suggesting earnings have weaker cash support.",88
M&M,Con,CON_09,"Free cash flow is negative at -11245.00 crore, which can constrain internally generated funding.",86
M&M,Con,CON_06,Debt-to-equity of 1.64 indicates higher financial leverage.,83
M&M,Pro,PRO_03,"EPS grew at 16.2% over 5 years, supporting improving shareholder earnings.",81
M&M,Pro,PRO_02,Strong 5-year profit growth of 15.3% shows good earnings expansion.,80
M&M,Pro,PRO_04,ROE of 18.5% indicates efficient use of shareholder capital.,75
M&M,Pro,PRO_11,Dividend payout of 21.0% shows a balanced approach between shareholder returns and retaining earnings.,72
MARUTI,Con,CON_10,CapEx intensity of 8.4% indicates a capital-intensive business model.,75
MARUTI,Pro,PRO_07,Low debt-to-equity of 0.00 indicates a relatively conservative capital structure.,95
MARUTI,Pro,PRO_08,Interest coverage of 117.91x provides a strong buffer for interest payments.,95
MARUTI,Pro,PRO_05,ROCE of 21.7% indicates efficient deployment of operating capital.,80
MARUTI,Pro,PRO_09,"CFO/PAT ratio of 1.25x is classified as High Quality, indicating strong cash backing for earnings.",80
MARUTI,Pro,PRO_06,ROA of 11.7% indicates productive use of the company's asset base.,77
MARUTI,Pro,PRO_11,Dividend payout of 29.0% shows a balanced approach between shareholder returns and retaining earnings.,72
MARUTI,Pro,PRO_04,ROE of 15.8% indicates efficient use of shareholder capital.,71
MOTHERSON,Con,CON_12,"EPS CAGR is the weakest among the available core financial metrics, at 5.92%. This deserves monitoring.",65
MOTHERSON,Pro,PRO_09,"CFO/PAT ratio of 2.51x is classified as High Quality, indicating strong cash backing for earnings.",93
MOTHERSON,Pro,PRO_08,Interest coverage of 5.22x provides a strong buffer for interest payments.,80
MOTHERSON,Pro,PRO_05,ROCE of 20.2% indicates efficient deployment of operating capital.,78
MOTHERSON,Pro,PRO_11,Dividend payout of 20.0% shows a balanced approach between shareholder returns and retaining earnings.,72
NAUKRI,Con,CON_10,CapEx intensity of 33.6% indicates a capital-intensive business model.,95
NAUKRI,Con,CON_04,"ROE of 2.0% is relatively low, indicating weaker returns on shareholder capital.",88
NAUKRI,Con,CON_05,"ROCE of 2.3% is relatively low, indicating weaker capital efficiency.",87
NAUKRI,Con,CON_09,"Free cash flow is negative at -150.00 crore, which can constrain internally generated funding.",86
NAUKRI,Con,CON_03,"5-year EPS growth is only -2.1%, which may limit shareholder earnings growth.",74
NAUKRI,Con,CON_02,"5-year profit growth is only 0.1%, showing limited earnings growth.",70
NAUKRI,Pro,PRO_07,Low debt-to-equity of 0.01 indicates a relatively conservative capital structure.,95
NAUKRI,Pro,PRO_08,Interest coverage of 28.97x provides a strong buffer for interest payments.,95
NAUKRI,Pro,PRO_01,Strong 5-year revenue growth of 17.1% indicates healthy business expansion.,82
NAUKRI,Pro,PRO_09,"CFO/PAT ratio of 1.18x is classified as High Quality, indicating strong cash backing for earnings.",80
NAUKRI,Pro,PRO_11,Dividend payout of 49.0% shows a balanced approach between shareholder returns and retaining earnings.,72
NESTLEIND,Con,CON_12,"Revenue CAGR is the weakest among the available core financial metrics, at 14.55%. This deserves monitoring.",65
NESTLEIND,Pro,PRO_04,ROE of 117.8% indicates efficient use of shareholder capital.,98
NESTLEIND,Pro,PRO_05,ROCE of 157.7% indicates efficient deployment of operating capital.,98
NESTLEIND,Pro,PRO_06,ROA of 37.4% indicates productive use of the company's asset base.,95
NESTLEIND,Pro,PRO_08,Interest coverage of 41.19x provides a strong buffer for interest payments.,95
NESTLEIND,Pro,PRO_07,Low debt-to-equity of 0.10 indicates a relatively conservative capital structure.,92
NESTLEIND,Pro,PRO_03,"EPS grew at 15.4% over 5 years, supporting improving shareholder earnings.",80
NESTLEIND,Pro,PRO_09,"CFO/PAT ratio of 1.06x is classified as High Quality, indicating strong cash backing for earnings.",79
NHPC,Con,CON_10,CapEx intensity of 62.0% indicates a capital-intensive business model.,95
NHPC,Con,CON_05,"ROCE of 6.7% is relatively low, indicating weaker capital efficiency.",79
NHPC,Con,CON_01,"5-year revenue growth is only 1.4%, indicating weak business expansion.",73
NHPC,Pro,PRO_08,Interest coverage of 11.24x provides a strong buffer for interest payments.,86
NHPC,Pro,PRO_09,"CFO/PAT ratio of 1.72x is classified as High Quality, indicating strong cash backing for earnings.",85
NHPC,Pro,PRO_11,Dividend payout of 53.0% shows a balanced approach between shareholder returns and retaining earnings.,72
